Name,Gender
mobena,Female
mohaddisa,Female
mohga,Female
mohsina,Female
momina,Female
mona,Female
monera,Female
mouna,Female
mounia,Female
mounira,Female
muazah,Female
muazzaz,Female
mubarakah,Female
mubashirah,Female
mubassirah,Female
mubeenah,Female
mubin,Female
mufeeda,Female
mufiah,Female
mufidah,Female
muhibbah,Female
muhja,Female
muhjah,Female
muhsinah,Female
muizza,Female
mukarram,Female
mukhlisah,Female
mumayyaz,Female
mumina,Female
muminah,Female
muna,Female
munawar,Female
munawwar,Female
munazzah,Female
muneeba,Female
muneera,Female
muneerah,Female
munerah,Female
muneza,Female
muniba,Female
munira,Female
munirah,Female
munisa,Female
munisah,Female
munize,Female
muntaha,Female
muqadaas,Female
muqbalah,Female
murdiyyah,Female
murjanah,Female
murshidah,Female
muruj,Female
musaddiqah,Female
musaykah,Female
musheera,Female
mushira,Female
mushirah,Female
muskaan,Female
muskan,Female
muslimah,Female
musn,Female
musnah,Female
mussah,Female
mussaret,Female
mustaeenah,Female
mutahharah,Female
mutazah,Female
muyassar,Female
muzaynah,Female
muznah,Female
myiesha,Female
myreen,Female
mysha,Female
naailah,Female
naairah,Female
naajidah,Female
naazneen,Female
naba,Female
nabeeha,Female
nabeela,Female
nabeelah,Female
nabiha,Female
nabihah,Female
nabijah,Female
nabila,Female
nabilah,Female
nada,Female
nadeeda,Female
nadeen,Female
nadesh,Female
nadia,Female
nadidah,Female
nadimah,Female
nadira,Female
nadirah,Female
nadiyah,Female
nadra,Female
nadwa,Female
nadwah,Female
nadyne,Female
naeema,Female
naeemah,Female
nafeesa,Female
nafeesah,Female
nafesa,Female
nafiah,Female
nafisah,Female
naflah,Female
nageen,Female
nageenah,Female
nagheen,Female
nagina,Female
nahal,Female
naheed,Female
naheeda,Female
nahid,Female
nahida,Female
nahidah,Female
nahla,Female
nahlah,Female
nahleejah,Female
naifah,Female
naila,Female
nailah,Female
naima,Female
naimah,Female
nain,Female
naina,Female
najaah,Female
najaf,Female
najah,Female
najat,Female
najdah,Female
najeeba,Female
najibah,Female
najidah,Female
najihah,Female
najiyah,Female
najla,Female
najma,Female
najmah,Female
najmiyyah,Female
najwa,Female
najya,Female
nakhat,Female
nakia,Female
namar,Female
namra,Female
namyla,Female
naqeebah,Female
naraiman,Female
nargis,Female
narjis,Female
narmin,Female
naseeka,Female
naseemah,Female
naseerah,Female
nasha,Female
nasheed,Female
nasheelah,Female
nashema,Female
nashida,Female
nashirah,Female
nashita,Female
nashitah,Female
nashmia,Female
nashwa,Female
nasifah,Female
nasiha,Female
nasihah,Female
nasim,Female
nasimah,Female
nasira,Female
nasirah,Female
nasmah,Female
nasra,Female
nasreen,Female
nasrin,Female
nasrullah,Female
natara,Female
natasha,Female
nathifa,Female
naureen,Female
naurus,Female
naushaba,Female
nausheen,Female
naushin,Female
naveda,Female
naveen,Female
navil,Female
nawal,Female
nawar,Female
naweed,Female
nawel,Female
nawlah,Female
nawrah,Female
nawwal,Female
nawwar,Female
nayila,Female
nayyab,Female
nayyirah,Female
nazaaha,Female
nazahah,Female
nazanin,Female
nazeefah,Female
nazeeha,Female
nazeera,Female
nazeerah,Female
nazia,Female
nazihah,Female
nazimah,Female
nazindah,Female
nazirah,Female
nazish,Female
nazli,Female
nazma,Female
nazmin,Female
nazneen,Female
nazraana,Female
nazuk,Female
neelam,Female
neelofer,Female
neeshad,Female
neeya,Female
neha,Female
nejat,Female
nelam,Female
nelofar,Female
nesrin,Female
nevaeh,Female
nibaal,Female
nibal,Female
nibras,Female
nida,Female
nidaa,Female
nidda,Female
nigar,Female
nighat,Female
nihad,Female
nihal,Female
nija,Female
nijah,Female
nilofar,Female
nilofer,Female
nimaat,Female
nimah,Female
nimat,Female
nimerah,Female
nimra,Female
nimrah,Female
nina,Female
nisa,Female
nisha,Female
nishat,Female
nisreen,Female
nisrin,Female
nissa,Female
niyaf,Female
nojood,Female
noor,Female
noorah,Female
nooralhaya,Female
noorie,Female
nooriya,Female
noorjahan,Female
noorjehan,Female
noorulann,Female
nora,Female
norah,Female
noreen,Female
norhan,Female
noriza,Female
noshaba,Female
nosheen,Female
nouf,Female
noureen,Female
nuaymah,Female
nudar,Female
nudbah,Female
nudhar,Female
nudrat,Female
nuha,Female
nuhaa,Female
nujud,Female
numa,Female
nunah,Female
nur,Female
nura,Female
nurah,Female
nuralhuda,Female
nurayda,Female
nuriya,Female
nuriyah,Female
nurjenna,Female
nuryn,Female
nusaibah,Female
nusaybah,Female
nusrah,Female
nusrat,Female
nuwairah,Female
nuwayla,Female
nuwaylah,Female
nuwayrah,Female
nuwwar,Female
nuwwarrah,Female
nuzhah,Female
nuzhat,Female
nyasia,Female
nyla,Female
ojala,Female
omera,Female
pakeezah,Female
parinda,Female
pariza,Female
parveen,Female
parvina,Female
qabalah,Female
qabilah,Female
qabool,Female
qadr,Female
qadriyah,Female
qadriyyah,Female
qailah,Female
qamar,Female
qamayr,Female
qameer,Female
qaniah,Female
qaraah,Female
qarasafahl,Female
qareebah,Female
qasoomah,Female
qaylah,Female
qaymayriyah,Female
qaysar,Female
qindeel,Female
qirat,Female
qisaf,Female
qismah,Female
qiyyama,Female
quadriyyah,Female
qubilah,Female
quddusiyyah,Female
qudsiyah,Female
quraybah,Female
qurratulain,Female
qurratulayn,Female
qutaylah,Female
qutayyah,Female
raaida,Female
raameen,Female
raawiya,Female
rabab,Female
rabail,Female
rabbiya,Female
rabeea,Female
rabia,Female
rabiah,Female
rabitah,Female
rabiya,Female
rabiyah,Female
radeyah,Female
radhia,Female
radhiya,Female
radhwaa,Female
radiyah,Female
radwa,Female
raeesah,Female
rafa,Female
rafah,Female
rafal,Female
rafat,Female
rafeeqah,Female
rafia,Female
rafiah,Female
rafida,Female
rafidah,Female
rafif,Female
rafiqah,Female
raghad,Female
raghda,Female
raghibah,Female
raghidah,Female
raha,Female
rahaf,Female
raheemah,Female
rahila,Female
rahilah,Female
rahimah,Female
rahiq,Female
rahma,Female
rahmaa,Female
rahmah,Female
raidah,Female
raifah,Female
raihana,Female
raima,Female
raina,Female
raiqah,Female
raitah,Female
raja,Female
rajiyah,Female
rameen,Female
rameesha,Female
ramia,Female
ramidha,Female
ramisa,Female
ramlah,Female
ramsha,Female
ramzia,Female
ramziyah,Female
rana,Female
rand,Female
randa,Female
raneem,Female
rani,Female
rania,Female
ranim,Female
raniya,Female
raniyah,Female
ranya,Female
rasha,Female
rashad,Female
rasheeda,Female
rasheedah,Female
rashida,Female
rashidah,Female
rasmiyah,Female
raudzah,Female
rawah,Female
rawdah,Female
rawdha,Female
rawhah,Female
rawhiyah,Female
rawiah,Female
rayann,Female
rayhanah,Female
rayna,Female
rayya,Female
rayyaa,Female
razaan,Female
razaana,Female
razaanah,Female
razan,Female
razia,Female
reeha,Female
reeham,Female
reem,Female
reema,Female
reena,Female
reham,Female
rehana,Female
rehemat,Female
reja,Female
reshma,Female
reyah,Female
reyhana,Female
rida,Female
rifaat,Female
rifat,Female
rifaya,Female
riffat,Female
rihab,Female
riham,Female
rihana,Female
rija,Female
rijja,Female
rim,Female
rima,Female
rimsha,Female
rinaaz,Female
rizqin,Female
rizwana,Female
robina,Female
roha,Female
rohaan,Female
roma,Female
romana,Female
romeesa,Female
rona,Female
roshini,Female
roshni,Female
roushana,Female
rua,Female
ruaa,Female
rubaa,Female
rubaba,Female
rubadah,Female
rubi,Female
rubina,Female
rubiya,Female
rudainah,Female
rudaynah,Female
rufaidah,Female
rufaydah,Female
ruhab,Female
ruhee,Female
ruhi,Female
ruhina,Female
rukan,Female
rukayat,Female
rukhsaar,Female
rukhsana,Female
rukhsar,Female
ruksana,Female
ruksha,Female
rumailah,Female
rumaisa,Female
rumaithah,Female
rumana,Female
rumaylah,Female
rumaythah,Female
rumeha,Female
ruqaya,Female
ruqayya,Female
ruqayyah,Female
ruquaiya,Female
rushd,Female
rushda,Female
ruwaidah,Female
ruwaydah,Female
ruyah,Female
saabira,Female
saadia,Female
saadiya,Female
saaedah,Female
saaleha,Female
saaliha,Female
saamiya,Female
saara,Female
saarah,Female
saba,Female
sabaa,Female
sabah,Female
sabahat,Female
sabburah,Female
sabeegah,Female
sabeen,Female
sabeeyah,Female
sabiha,Female
sabihah,Female
sabina,Female
sabiqah,Female
sabirah,Female
sabr,Female
sabreen,Female
sabrin,Female
sabriyah,Female
sabuhi,Female
sadad,Female
sadaf,Female
sadah,Female
sadia,Female
sadiah,Female
sadiqa,Female
sadiqah,Female
sadiyah,Female
sadoof,Female
saeedah,Female
safa,Female
safaa,Female
safeerah,Female
saffanah,Female
saffiya,Female
safia,Female
safiya,Female
safiyya,Female
safiyyah,Female
safoorah,Female
safun,Female
safwah,Female
safwana,Female
sageda,Female
sagheerah,Female
sahar,Female
saharish,Female
sahibah,Female
sahirah,Female
sahla,Female
sahlah,Female
sahrish,Female
saibah,Female
saida,Female
saidah,Female
saihah,Female
saila,Female
saima,Female
saimah,Female
saiqa,Female
saira,Female
sairah,Female
sairish,Female
saja,Female
sajidah,Female
sakeena,Female
sakeenah,Female
sakina,Female
sakinah,Female
saleema,Female
saleemah,Female
saleena,Female
salifah,Female
salihah,Female
salikah,Female
salimah,Female
salma,Female
salmaa,Female
salsabeel,Female
salsabil,Female
salwa,Female
samaa,Female
samaah,Female
samah,Female
samaira,Female
samar,Female
samara,Female
samarah,Female
samawah,Female
sameea,Female
sameeha,Female
sameen,Female
sameena,Female
sameenah,Female
sameera,Female
sameh,Female
samera,Female
sameya,Female
samia,Female
samiah,Female
samihah,Female
samina,Female
samira,Female
samirah,Female
samiun,Female
samiya,Female
samiyah,Female
sammar,Female
samra,Female
samrah,Female
samrina,Female
sana,Female
sanaa,Female
sanam,Female
sanari,Female
sanaubar,Female
sanika,Female
saniya,Female
saniyah,Female
saniyya,Female
sanjeedah,Female
sara,Female
sarah,Female
sarina,Female
sarish,Female
sarra,Female
sarrinah,Female
sarwari,Female
sarwat,Female
sarwath,Female
sauda,Female
savaira,Female
sawdah,Female
sawsan,Female
sayyidah,Female
seem,Female
seemeen,Female
seerat,Female
seham,Female
seher,Female
sehr,Female
sehrish,Female
selina,Female
senada,Female
senait,Female
sfiyah,Female
shabana,Female
shabeehah,Female
shabina,Female
shabnam,Female
shadan,Female
shadha,Female
shadhaa,Female
shadhiyah,Female
shadiyah,Female
shadmani,Female
shafana,Female
shafaq,Female
shafath,Female
shafeeqah,Female
shafia,Female
shafiah,Female
shafiqah,Female
shagufta,Female
shahada,Female
shahana,Female
shaharun,Female
shahd,Female
shahed,Female
shaheema,Female
shaheena,Female
shaheenah,Female
shaheerah,Female
shahida,Female
shahidah,Female
shahina,Female
shahirah,Female
shahla,Female
shahlah,Female
shahmeen,Female
shahnaaz,Female
shahnaz,Female
shahnoor,Female
shahrazad,Female
shahreen,Female
shahzaadee,Female
shahzana,Female
shaila,Female
shaima,Female
shairah,Female
shaista,Female
shaistah,Female
shajarah,Female
shajeeah,Female
shakeelah,Female
shakila,Female
shakirah,Female
shakurah,Female
shalimar,Female
shama,Female
shamailah,Female
shamama,Female
shamamah,Female
shameemah,Female
shameena,Female
shamila,Female
shamilah,Female
shamim,Female
shamima,Female
shamis,Female
shamoodah,Female
shams,Female
shamsa,Female
shamsia,Female
shanaz,Female
shanika,Female
shanum,Female
shanza,Female
shanzay,Female
shanze,Female
shaqeeqah,Female
sharayah,Female
shareefa,Female
shareekah,Female
shareen,Female
sharifah,Female
shariqah,Female
sharleez,Female
sharmeen,Female
sharmin,Female
shasmeen,Female
shatha,Female
shawq,Female
shayla,Female
shayma,Female
shaymaa,Female
shazana,Female
shazfa,Female
shazia,Female
shazmah,Female
shazmin,Female
shazneen,Female
sheema,Female
sheen,Female
sheenaz,Female
shehla,Female
shehrbano,Female
shehzadi,Female
sheila,Female
shellah,Female
sherana,Female
shereen,Female
sherrifah,Female
sheyla,Female
sheza,Female
shezan,Female
shifa,Female
shihaam,Female
shillan,Female
shimah,Female
shimaz,Female
shireen,Female
shiya,Female
shiyam,Female
shiza,Female
shua,Female
shuba,Female
shudun,Female
shuhrah,Female
shujana,Female
shukrah,Female
shukriyah,Female
shumaila,Female
shumaisiya,Female
shumaylah,Female
shumaysah,Female
shurafa,Female
shurooq,Female
shuruq,Female
shyreen,Female
sibaal,Female
sibal,Female
siddiqa,Female
siddiqah,Female
siddra,Female
sidra,Female
sidrah,Female
sihaam,Female
siham,Female
simah,Female
simra,Female
simrah,Female
sirah,Female
sireen,Female
sirin,Female
sitarah,Female
sitwat,Female
sobia,Female
sofia,Female
soha,Female
sohana,Female
somaya,Female
sonia,Female
sophia,Female
soraiya,Female
soraya,Female
sorfina,Female
souad,Female
souhayla,Female
suad,Female
subaha,Female
subayah,Female
subbiha,Female
subhaan,Female
subhah,Female
subhiyah,Female
subuhi,Female
suda,Female
sudi,Female
sufia,Female
sughra,Female
suha,Female
suhailah,Female
suhaimah,Female
suhair,Female
suhana,Female
suhaylah,Female
suhaymah,Female
suhayr,Female
suheera,Female
suja,Female
sukaina,Female
sukainah,Female
sukaynah,Female
sulafah,Female
sultana,Female
sultanah,Female
sulthana,Female
sumaira,Female
sumaiya,Female
sumaiyah,Female
sumanah,Female
sumara,Female
sumayra,Female
sumayrah,Female
sumaytah,Female
sumayyah,Female
sumbul,Female
sumera,Female
sumia,Female
sumiya,Female
sumlina,Female
summar,Female
summaya,Female
summayyah,Female
sumnah,Female
sumra,Female
sumrah,Female
sunbul,Female
sundas,Female
sundus,Female
sunya,Female
sura,Female
suraa,Female
suraiya,Female
suraya,Female
surraya,Female
suwaydah,Female
suwera,Female
swiyyah,Female
taabeer,Female
taahira,Female
taalah,Female
taalia,Female
tabalah,Female
tabassum,Female
tabinda,Female
tafida,Female
taghrid,Female
tahani,Female
tahera,Female
tahfeem,Female
tahira,Female
tahirah,Female
tahiyah,Female
tahiyat,Female
tahlibah,Female
tahseenah,Female
taibah,Female
taima,Female
takiyah,Female
tala,Female
talah,Female
talibah,Female
tamadur,Female
tamanna,Female
tamara,Female
tameemah,Female
tanisha,Female
tanweer,Female
tanzeela,Female
tanzila,Female
taqiyah,Female
taqwa,Female
taqwaa,Female
tara,Female
tariqah,Female
tarub,Female
tasavur,Female
taseefa,Female
tasheen,Female
taskeen,Female
tasleem,Female
tasliymah,Female
tasneam,Female
tasneem,Female
tasnim,Female
tatheer,Female
tawbah,Female
taybah,Female
tayma,Female
tayyibah,Female
tazeen,Female
tazim,Female
tazkia,Female
tazmeen,Female
tehmeed,Female
tehreem,Female
tehzeeb,Female
thabitah,Female
thahera,Female
thaminah,Female
thana,Female
thanaa,Female
thara,Female
tharaa,Female
tharwah,Female
tharya,Female
thashin,Female
thawab,Female
thoraya,Female
thubaytah,Female
thufailah,Female
thuml,Female
thuraiya,Female
thurayya,Female
thuwaibah,Female
thuwaybah,Female
tibah,Female
tisha,Female
tooba,Female
toufika,Female
tuba,Female
tubaa,Female
tubassum,Female
tufaylah,Female
tulayhah,Female
tumadur,Female
tuqa,Female
tuqaa,Female
ubaab,Female
ubab,Female
ubah,Female
udaysah,Female
ugbaad,Female
uhud,Female
ujala,Female
ula,Female
ulfah,Female
umaiza,Female
umamah,Female
umaymah,Female
umaynah,Female
umayrah,Female
ummayyah,Female
ummekulsum,Female
ummkalthum,Female
ummkulthum,Female
umnia,Female
umniyah,Female
unaysah,Female
unaza,Female
unsa,Female
uroosa,Female
urshia,Female
usaimah,Female
usaymah,Female
ushna,Female
uswa,Female
utaybah,Female
uwaisah,Female
uwaysah,Female
uzma,Female
valiqa,Female
vardah,Female
varisha,Female
waajidah,Female
wabisa,Female
wad,Female
wadha,Female
wadhaa,Female
wadiah,Female
wafa,Female
wafaa,Female
wafeeqa,Female
wafeeqah,Female
wafiqah,Female
wafiyah,Female
wafiza,Female
wagma,Female
wahabah,Female
wahbiyah,Female
wahibah,Female
wahida,Female
wahidah,Female
wahuj,Female
wajahat,Female
wajd,Female
wajihah,Female
wakeelah,Female
wala,Female
walaa,Female
walidah,Female
walihah,Female
waliyah,Female
walladah,Female
wania,Female
waniya,Female
warda,Female
wardah,Female
wareesha,Female
warizah,Female
warqa,Female
warqaa,Female
warsan,Female
waseefah,Female
waseemah,Female
wasfiyah,Female
washma,Female
wasifah,Female
wasilah,Female
wasimah,Female
wasna,Female
watiaa,Female
wazeera,Female
wiam,Female
wid,Female
widaad,Female
widad,Female
wifaq,Female
wijdan,Female
wisaal,Female
wisaam,Female
wisal,Female
wisam,Female
wiyyam,Female
wordah,Female
wurud,Female
yafiah,Female
yakootah,Female
yalina,Female
yalqoot,Female
yamamah,Female
yamha,Female
yamina,Female
yaminah,Female
yara,Female
yarah,Female
yasirah,Female
yasmeen,Female
yasmeenah,Female
yasmin,Female
yasmina,Female
yasmine,Female
yasna,Female
yassaman,Female
yelda,Female
yumn,Female
yumna,Female
yumnah,Female
yusayrah,Female
yusra,Female
yusraa,Female
yusriyah,Female
yusur,Female
zaafirah,Female
zaahirah,Female
zaara,Female
zaeemah,Female
zafeerah,Female
zafirah,Female
zafreen,Female
zahabiya,Female
zahara,Female
zaheen,Female
zaheerah,Female
zahidah,Female
zahira,Female
zahirah,Female
zahra,Female
zahraa,Female
zahrah,Female
zahwah,Female
zaida,Female
zain,Female
zaina,Female
zainab,Female
zairah,Female
zaiton,Female
zakia,Female
zakirah,Female
zakiyah,Female
zalfa,Female
zameelah,Female
zameena,Female
zamrud,Female
zanubiya,Female
zanyah,Female
zara,Female
zareen,Female
zareena,Female
zareenah,Female
zarifah,Female
zarina,Female
zariya,Female
zariyah,Female
zarmina,Female
zarqa,Female
zarrah,Female
zartaj,Female
zayaan,Female
zayba,Female
zayn,Female
zaynab,Female
zaynah,Female
zaytoon,Female
zaytoonah,Female
zeba,Female
zeena,Female
zeenat,Female
zehna,Female
zehra,Female
zenia,Female
zerina,Female
zhalay,Female
zinah,Female
zinat,Female
zineta,Female
zinneerah,Female
ziyan,Female
zoeya,Female
zoha,Female
zoharin,Female
zohha,Female
zohra,Female
zohura,Female
zonira,Female
zorah,Female
zoufishan,Female
zoya,Female
zubaidah,Female
zubaria,Female
zubash,Female
zubaydah,Female
zubdah,Female
zubi,Female
zuha,Female
zuhaa,Female
zuhaira,Female
zuharah,Female
zuhayra,Female
zuhera,Female
zuhra,Female
zuhrah,Female
zuhur,Female
zulaykha,Female
zulekha,Female
zulfa,Female
zulfah,Female
zumurrud,Female
zumzum,Female
zunairah,Female
zynah,Female
zyva,Female
